target,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215
1,0,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,1,4,10,7,0,2,0,0,4,1,4,0,4,4,3,13,0,6,0,0,6,0,4,5,13,3,0,2,0,4,0,1,6,1,12,13,11,0,0,1,0,1,0,0,3,0,8,0,4,1,0,0,0,0,0,0,2,0,2,0,3,7,8,7,2,1,1,0,6,0,1,0,4,3,9,13,4,0,1,0,13,1,13,1,17,6,3,13,0,2,0,0,3,1,6,1,7,6,0,10,0,5,0,4,5,6,8,11,6,2,0,1,0,1,0,0,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,8,1,12,0,2,0,0,2,0,1,0,0,9,2,18,0,4,0,0,0,0,1,0,2,9,4,17,0,7,0,0,0,0,11,7,3,4,0,4,0,2,0,2,7,4,8,21,2,0,0,0,0,0,0,0,0,0,6,1,8,0,0,0,0,0,0
1,1,0,1,8,0,30,0,0,0,1,0,8,0,0,1,3,0,17,4,1,6,10,1,15,0,0,0,0,0,3,30,3,16,6,0,19,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,4,0,4,0,0,0,0,4,1,8,0,18,1,0,1,1,1,0,1,2,5,6,0,15,5,0,0,1,0,6,0,0,1,2,0,2,15,0,16,5,0,7,12,0,3,7,1,8,0,0,0,0,1,0,5,0,0,0,1,4,10,0,1,0,1,0,1,0,1,0,0,0,10,0,9,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,28,5,16,13,2,12,4,0,0,0,0,0,24,2,23,3,4,5,10,0,2,0,0,0,1,0,0,0,0,0,17,0,9,0,0,1
1,2,4,0,3,3,7,1,2,1,6,7,2,0,1,4,1,0,6,4,2,2,0,3,1,2,2,5,3,9,4,6,4,3,2,6,0,1,1,1,2,2,0,1,0,0,0,4,0,3,1,0,1,2,0,7,1,7,0,2,1,11,2,12,1,3,2,1,0,3,2,1,0,3,5,4,1,2,6,2,0,1,3,9,4,1,6,4,3,4,6,3,2,1,2,5,0,2,1,6,1,6,4,6,5,6,1,8,0,3,3,2,2,7,2,0,1,1,1,4,1,1,4,4,1,2,4,0,1,2,0,0,1,2,3,3,4,2,1,1,0,3,0,1,1,3,4,2,4,7,6,1,1,2,5,3,0,10,7,5,3,3,9,2,2,3,2,3,3,3,4,9,5,3,8,2,2,12,1,1,1,7,2,3,0,4,0,2,1,2,3,4,0,7,0,7,4,9,1,3,0,1,0,2,0,6,0,2,1,8,0,0,1,1,0,0,1
1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,12,0,7,1,0,1,5,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,2,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,9,0,1,0,0,4,39,0,14,4,1,3,68,3,7,0,0,0,0,0,0,1,0,1,37,4,2,1,1,21,1,0,0,0,0,5,0,0,0,4,6,44,21,0,20,12,3,68,18,3,3,0,0,6,3,0,0,1,0,10,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,3,5,5,0,4,6,1,18,10,2,3,1,0,0,2,0,1,1,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,7,0,3,0,1,0,7,0,3,3,0,0,0,0,0,0,19,9,2,2,0,0,0,4,0,0,0,2,4,20,0,0,0,0,0,0,0,1,0,1,15,2,17,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,3,2,0,1,5,3,0,0,1,0,20,0,15,2,64,0,0,1,0,0,1,0,0,0,1,1,0,19,0,6,0,15,1,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,2,0,0,0,0,1,0,0,0,6,18,0,0,0,0,0,0,0,0,1,1,19,11,0,0,0,0,1,0,0,0,3,1,24,66,0,0,2,0,0,1,2,2,2,9,0,2,0,17,0,3,0,2,3,66,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0
1,1,0,0,6,7,6,1,2,3,2,0,2,1,1,4,3,1,1,2,0,1,15,8,6,1,0,2,8,9,4,5,4,10,4,2,12,1,0,1,1,0,3,1,1,0,1,1,2,0,1,0,3,1,1,2,0,0,2,0,2,0,0,0,1,0,0,2,1,2,1,0,6,2,3,2,7,6,10,1,2,1,2,0,7,0,7,10,1,2,10,3,0,1,0,0,4,1,0,0,2,1,2,2,0,6,1,0,10,5,1,1,4,2,2,0,0,0,0,0,0,4,0,4,0,0,1,5,0,5,1,1,9,0,0,0,3,2,5,21,1,16,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,3,0,16,2,0,0,7,2,4,2,1,5,0,0,7,10,5,7,13,8,17,3,1,2,1,0,1,25,3,12,1,1,5,1,0,1,0,1,3,0,0,0,1,1,0,28,1,8,0,0,7
1,0,0,1,3,0,0,0,0,0,0,0,0,0,4,11,10,0,14,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,4,0,1,0,0,0,10,0,4,2,8,13,29,0,36,0,0,0,35,0,3,0,0,0,0,0,0,0,1,0,40,0,12,0,0,34,0,0,0,1,0,6,0,0,0,0,1,39,0,0,0,25,5,37,35,6,5,2,0,6,0,0,0,1,1,10,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,13,0,0,3,9,2,3,26,2,7,1,0,1,0,0,0,2,1,6,5,1,6
1,2,1,2,5,4,2,4,1,2,2,1,4,3,3,5,11,2,10,3,0,3,6,1,2,4,0,1,3,1,0,5,0,1,9,1,6,1,1,1,0,2,2,0,0,0,1,0,1,0,1,1,0,0,3,1,0,1,4,1,1,1,0,0,0,1,0,0,1,4,3,0,6,1,0,0,3,1,0,2,1,2,5,1,4,2,5,4,7,0,16,1,0,4,11,2,6,0,0,2,2,0,1,13,1,9,6,0,23,7,1,11,1,2,11,0,0,0,0,0,2,0,2,9,1,1,6,18,1,4,11,4,5,1,0,1,2,1,4,4,0,5,2,1,4,3,0,3,3,0,1,0,0,0,0,0,0,0,0,1,1,1,2,3,0,1,4,0,0,2,0,1,0,2,0,2,0,1,2,0,0,2,11,17,3,0,6,1,0,1,0,0,3,0,4,14,4,1,15,8,1,6,7,1,2,2,0,0,1,0,0,15,3,18,3,1,9
0,0,0,0,0,0,2,6,6,2,4,8,2,0,4,0,1,0,0,0,6,1,0,0,1,0,8,1,2,0,5,1,5,1,0,3,1,0,2,3,6,14,0,2,0,1,3,26,1,1,0,3,3,11,0,5,0,3,0,9,0,22,11,8,13,32,2,0,1,0,1,3,0,0,0,0,0,0,1,2,3,1,5,8,0,0,1,2,2,0,0,2,3,0,1,2,0,6,3,1,4,1,1,0,1,0,0,2,0,0,3,0,1,0,3,1,2,7,0,16,0,0,4,0,0,3,0,0,0,0,0,0,1,0,7,1,1,0,3,0,2,1,0,1,0,0,23,2,0,0,5,9,22,7,5,13,2,0,10,0,1,0,3,0,17,3,0,0,2,1,29,2,0,1,8,3,14,1,0,2,1,2,0,0,1,2,0,5,0,0,0,18,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,2,7,2,1,0,0,0,1,0
1,0,0,0,6,1,0,0,0,0,4,0,3,0,2,6,17,0,8,7,0,7,12,4,2,1,0,1,1,0,0,3,1,5,4,2,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,0,2,2,0,2,2,1,1,0,0,1,0,0,0,2,0,5,1,0,0,0,0,0,4,0,1,1,1,3,4,0,4,0,1,3,13,1,11,15,0,16,16,3,4,0,0,0,1,0,0,14,3,7,22,1,12,3,5,19,11,1,11,0,0,0,0,0,0,3,7,13,10,0,22,15,0,14,2,3,1,1,0,2,6,2,3,9,1,2,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,4,0,1,0,0,4,0,2,3,1,0,0,1,0,0,2,0,1,0,0,0,4,1,12,9,1,7,0,0,4,0,1,0,2,3,5,6,0,15,11,0,12,2,1,1,2,0,2,0,0,0,4,0,11,0,1,0
1,6,0,4,26,0,9,0,0,0,0,0,0,4,0,1,10,0,4,1,3,11,6,0,48,0,0,0,0,0,0,0,2,7,2,0,14,1,0,0,2,0,1,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,10,29,0,12,3,0,0,0,0,0,43,0,5,5,2,4,5,1,7,0,0,9,1,0,2,0,0,0,10,1,7,1,1,3,1,0,0,4,0,2,1,0,3,0,0,0,9,1,13,0,0,4,0,0,6,1,0,0,0,0,0,0,0,0,6,0,47,2,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,9,0,0,0,0,3,0,0,0,20,2,38,6,0,10,1,0,2,0,0,2,1,0,0,0,0,0,6,0,15,0,0,4
1,3,1,0,6,2,12,1,0,1,4,0,0,0,0,2,6,0,6,14,4,7,11,0,16,1,0,1,1,1,6,16,4,11,7,0,16,1,1,4,5,1,2,2,0,0,0,0,0,1,0,2,2,1,2,1,1,2,0,0,2,0,0,0,1,0,0,2,0,1,0,0,0,4,2,2,7,1,10,1,1,0,0,1,1,0,1,0,3,0,4,6,2,6,5,0,6,2,0,2,0,0,2,11,1,9,1,2,8,2,1,2,6,4,11,5,1,4,2,0,0,8,0,2,4,1,8,2,3,5,2,0,6,1,0,0,0,0,0,12,1,14,1,1,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,0,1,0,0,0,1,0,0,3,1,5,0,0,1,14,1,6,27,2,17,5,0,3,0,0,1,17,3,2,9,4,8,2,2,2,0,1,2,0,0,2,0,0,2,23,2,3,0,1,5
0,0,0,0,0,0,0,0,1,2,3,1,0,0,1,0,3,1,0,1,1,2,2,3,2,0,0,0,1,0,1,0,2,1,1,0,0,0,1,2,6,1,1,2,0,3,2,3,1,2,7,1,10,6,1,1,4,10,3,9,0,0,6,7,10,5,3,0,0,0,0,1,0,0,0,0,1,0,1,3,5,7,6,8,0,0,1,3,14,3,2,3,5,24,10,10,5,0,6,1,11,2,0,1,1,1,0,3,0,0,5,3,2,0,1,4,2,5,5,9,0,0,11,16,16,8,3,4,8,15,9,4,2,1,11,7,8,5,5,0,2,3,1,3,0,0,0,0,0,1,0,2,3,8,10,7,0,0,4,2,12,1,0,1,6,4,17,10,0,0,4,2,6,4,1,3,1,4,1,1,0,0,1,0,2,0,1,0,0,2,1,3,0,0,5,1,2,1,0,1,0,0,1,1,0,0,3,2,2,1,0,0,0,0,0,0,0
1,2,1,1,14,0,6,0,0,0,1,0,2,0,0,1,2,0,5,2,6,5,21,2,22,1,2,0,10,1,4,1,1,4,3,1,5,6,0,2,5,5,0,1,0,0,0,0,1,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,6,6,0,0,2,4,1,1,25,4,3,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,0,3,1,1,1,8,0,6,2,2,4,1,0,5,1,1,0,1,0,2,0,0,2,1,0,6,0,0,0,1,0,7,0,3,1,3,0,21,0,0,0,0,0,2,3,12,14,1,0,37,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,2,2,0,13,0,0,0,0,0,1,3,3,0,3,0,5,11,0,4,13,9,2,17,1,3,0,0,4,33,0,1,2,16,1,1,0,0,0,0,7,0,0,0,0,0,1,28,1,25,0,0,13
1,2,1,1,10,3,10,0,0,1,0,0,1,0,2,0,0,0,2,0,0,0,5,3,22,0,0,0,25,8,14,0,4,3,0,0,7,3,0,0,0,6,0,0,0,0,0,0,0,8,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17,1,3,19,27,3,0,0,2,0,0,1,7,1,4,1,6,6,0,0,0,1,1,0,1,0,0,7,12,2,0,1,2,1,0,5,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,1,0,1,1,2,0,0,3,0,0,0,3,0,1,10,5,49,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,41,0,0,0,9,0,11,2,9,11,0,0,6,5,0,0,0,10,0,9,0,11,0,0,0,52,0,17,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0
1,0,0,1,0,1,7,1,0,1,0,2,0,0,0,1,4,0,4,1,7,7,4,1,10,0,0,2,0,0,1,3,3,11,0,2,1,3,0,1,9,2,2,1,0,1,0,1,0,1,0,0,14,2,1,2,1,1,5,2,0,1,1,1,7,1,2,0,0,0,1,0,0,0,0,0,10,0,6,2,0,0,4,2,1,0,0,0,6,0,3,9,4,6,20,10,18,1,2,2,14,3,4,4,1,2,1,2,3,0,3,3,2,0,4,8,1,11,3,3,0,9,6,5,16,8,2,0,5,23,0,0,3,0,5,5,0,0,4,6,5,22,0,0,2,0,1,1,0,0,0,3,1,2,3,1,0,0,2,1,6,2,1,0,8,9,2,0,4,0,2,1,0,0,2,3,2,9,0,0,0,5,0,3,10,0,1,2,1,3,1,4,0,6,1,2,21,14,2,0,1,0,0,1,0,0,0,1,2,1,1,3,0,2,0,1,0
0,0,1,0,8,0,8,0,0,0,3,0,4,0,2,1,3,0,5,1,5,7,18,0,23,0,2,0,6,0,4,1,1,0,4,0,21,1,1,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,1,7,0,0,4,4,2,5,18,2,12,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1,7,1,7,2,1,2,5,1,5,1,2,3,0,0,8,0,0,0,1,0,1,7,0,0,0,1,3,6,0,0,5,3,4,0,5,6,3,0,17,0,0,0,1,0,2,17,2,25,1,0,13,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,0,3,3,0,6,0,0,0,0,0,1,0,0,3,1,0,9,12,3,3,20,7,3,8,0,0,0,1,1,36,0,1,9,13,0,0,0,1,0,2,3,0,0,0,0,0,0,29,4,22,0,0,7
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,7,2,0,1,1,0,15,0,1,4,0,0,0,0,0,0,10,9,1,1,0,0,0,0,0,1,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,10,4,1,0,0,0,0,0,0,0,0,0,1,2,0,0,5,2,0,0,14,2,1,5,47,14,35,0,0,6,0,0,0,0,0,0,0,0,0,18,1,13,0,0,0,8,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,31,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,2,0,6,0,17,18,0,0,18,0,1,2,5,0,7,4,6,47,0,0,0,0,0,0,7,5,0,0,0,8,0,1,0,7,0,3,12,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,10,2,22,0,1,0,1,0,1,1,1,1,5,0,15,7,2,4,10,0,23,0,0,0,4,0,5,9,2,22,7,0,24,1,1,2,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,1,5,5,1,14,1,0,0,0,0,1,2,0,1,3,0,15,2,0,4,2,0,5,0,0,1,1,0,0,15,4,6,3,0,15,11,0,2,12,3,5,1,0,0,1,0,0,5,0,1,1,1,4,11,0,2,0,0,0,0,0,0,0,0,0,20,0,10,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,2,1,1,0,1,0,20,0,14,16,2,23,4,0,2,1,0,0,21,1,17,3,1,7,9,0,2,0,0,1,2,0,0,0,0,0,28,0,10,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,6,10,36,2,0,0,6,9,5,0,0,0,1,3,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,2,16,2,0,1,2,2,44,3,1,2,34,16,59,10,11,0,1,0,6,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,5,45,2,1,0,1,11,37,33,3,2,0,10,52,1,1,1,0,4,9,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,3,2,8,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,8,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,3,0,5,0,0,2,3,0,0,1,0,4,4,0,19,1,1,10,3,2,1,0,1,0,0,0,1,5,0,4,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,3,0,4,0,0,0,1,0,1,2,0,8,23,1,19,10,1,6,14,3,6,0,0,1,1,1,0,9,1,21,37,3,15,5,3,16,6,0,5,0,0,2,0,0,2,0,1,28,5,0,19,7,1,19,2,1,2,0,0,6,1,0,0,2,1,10,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,2,8,6,2,4,1,0,1,0,0,0,4,0,10,5,2,23,14,1,17,10,1,5,2,1,1,0,0,1,7,0,7,4,1,2
1,1,0,1,4,1,0,1,0,0,0,0,0,4,0,7,1,2,1,5,0,1,23,0,0,1,0,0,3,1,1,2,0,6,4,0,3,1,0,1,1,0,0,0,1,1,0,0,2,0,0,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,2,3,1,5,14,4,3,1,1,5,0,0,3,18,4,40,12,2,13,4,1,4,6,0,3,0,0,0,4,0,0,4,2,32,3,0,17,2,0,2,7,1,8,0,0,1,0,0,3,4,3,10,2,0,9,9,3,14,23,3,7,0,1,0,2,0,2,1,2,5,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,2,0,0,0,1,0,0,0,0,1,1,0,2,0,0,6,2,0,4,0,2,3,0,0,4,4,3,29,1,0,31,1,0,7,2,2,2,0,0,0,0,0,1,3,3,17,2,0,10
1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,4,0,1,2,1,3,8,1,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,1,10,9,1,2,0,1,4,0,1,1,0,0,0,0,1,0,0,1,4,0,0,0,0,0,2,9,0,1,1,1,6,3,1,2,2,1,11,48,3,9,3,1,13,45,10,14,0,1,0,3,0,1,1,0,3,9,0,4,0,3,2,4,0,4,0,1,5,3,0,2,4,8,35,19,1,2,5,8,27,23,6,9,1,3,4,10,0,5,0,3,11,6,1,4,0,0,1,0,0,0,0,1,3,1,0,0,0,0,2,2,0,1,2,0,10,2,0,0,0,1,0,0,0,0,0,1,3,2,0,0,0,0,1,0,1,0,1,0,5,0,0,0,5,4,14,4,0,2,1,0,12,1,5,1,0,0,1,0,0,0,1,0,4,3,0,0
1,8,0,5,22,4,24,0,1,0,0,0,2,0,0,1,3,0,5,3,5,2,10,0,36,1,0,0,3,0,7,1,4,9,3,0,30,6,1,0,2,0,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,2,19,2,2,18,1,12,0,0,1,0,0,1,2,1,0,0,0,1,5,0,0,0,0,5,3,1,2,0,2,2,1,0,4,1,0,3,2,0,0,2,2,7,1,1,1,1,1,2,2,0,0,1,1,1,0,2,0,0,0,8,0,0,0,0,0,0,15,2,17,1,1,16,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,0,2,1,0,4,0,0,6,28,0,2,9,4,1,7,0,0,0,0,0,48,1,3,5,9,0,4,0,2,0,0,0,1,0,0,0,0,0,25,1,30,1,0,4
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,2,0,27,2,4,0,0,0,7,0,0,0,1,1,3,0,0,0,0,2,7,2,0,0,0,3,0,0,0,6,0,0,9,10,0,0,3,2,1,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,1,5,26,5,3,0,0,1,0,0,0,3,0,1,1,2,0,1,1,1,18,2,6,0,3,1,37,3,3,0,0,2,0,0,0,1,0,0,0,0,1,5,3,14,2,2,1,7,1,1,3,5,1,1,15,10,8,2,40,0,2,0,5,0,1,0,11,59,1,0,2,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,4,4,22,2,19,0,0,0,2,0,1,0,0,2,2,1,2,0,0,0,0,0,0,5,0,6,1,0,1,24,0,5,8,31,1,0,2,1,0,0,3,0,0,0,0,0,1,0,1,3,0,0,0
1,3,0,4,6,1,8,0,0,1,0,0,0,4,0,8,4,2,4,6,0,4,14,0,9,1,0,0,0,0,1,2,0,7,1,0,5,1,0,0,0,0,0,0,0,1,0,0,0,4,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7,0,3,23,1,2,1,0,0,1,1,0,13,1,9,37,3,5,2,1,0,30,1,17,1,0,0,2,0,2,1,0,1,11,0,4,3,1,11,3,0,2,0,0,1,0,0,1,5,1,22,0,0,5,10,1,18,14,1,19,0,0,1,1,0,0,7,4,22,7,0,15,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,7,0,5,1,0,2,0,1,3,0,0,0,10,1,26,9,0,3,2,0,10,4,0,6,0,1,0,0,0,0,5,0,18,1,1,8
1,0,0,4,2,0,0,0,0,1,1,0,0,0,0,9,21,0,5,3,0,4,6,0,3,1,0,2,0,0,0,3,0,4,2,0,0,1,0,1,0,0,2,2,1,0,0,2,0,0,0,0,7,0,1,2,0,2,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,1,5,1,1,1,0,3,4,2,0,1,0,4,11,40,0,5,4,1,15,47,3,12,0,0,2,0,0,0,1,1,5,19,0,4,4,1,13,9,2,4,1,1,1,1,1,0,7,6,23,7,1,10,21,1,28,16,6,8,2,2,5,0,1,2,9,1,9,2,0,3,0,0,3,3,0,0,1,0,1,0,0,0,1,0,4,3,0,3,0,0,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,9,1,0,2,0,0,1,0,2,0,1,0,13,4,1,6,3,2,6,10,2,1,0,0,1,0,0,0,0,1,5,0,1,0
1,0,0,1,1,0,1,0,0,1,3,0,1,1,3,0,8,2,2,2,1,1,8,3,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,0,0,0,3,4,2,1,2,1,7,11,2,1,2,0,2,2,13,2,3,0,0,0,3,0,0,1,2,1,1,0,3,0,0,1,3,0,0,1,3,4,14,2,2,1,5,3,24,2,9,2,0,5,27,4,5,0,0,0,5,0,1,6,0,6,8,0,2,1,3,10,4,0,1,1,1,8,3,0,1,1,5,12,2,0,5,13,7,15,49,11,18,3,2,8,6,0,2,2,6,14,3,0,7,0,0,1,2,0,0,0,0,1,0,0,1,0,0,3,4,1,1,2,2,0,8,0,3,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3,4,1,1,1,5,6,0,0,1,0,6,15,3,0,3,0,2,3,8,1,1,0,0,0,1,0,0,1,3,6,2,0,0
0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,42,16,2,1,29,0,0,0,4,0,8,0,13,31,0,0,2,0,0,0,36,2,20,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,33,0,21,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,3,0,1,0,11,0,17,1,0,0,1,0,1,2,0,0,1,2,0,44,0,2,1,3,0,14,0,1,1,11,0,1,1,1,0,0,0,0,0,1,0,0,0,26,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6,9,0,0,1,0,0,0,0,0,0,4,1,21,0,0,1,2,0,1,21,8,2,14,0,0,0,0,0,38,1,1,3,18,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
1,2,0,0,3,0,2,0,0,0,0,0,0,0,0,1,2,0,3,0,0,1,19,0,7,0,0,0,1,0,0,0,0,2,4,0,5,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,3,2,0,1,1,0,4,21,1,7,0,0,1,1,0,3,7,3,18,17,1,23,0,0,0,15,0,7,0,0,1,2,0,2,0,2,4,12,0,13,4,0,2,1,0,1,0,1,2,1,0,2,18,0,24,0,2,1,6,5,38,54,4,10,1,0,0,4,1,0,0,1,14,11,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,4,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,3,1,0,1,8,1,23,1,2,2,2,0,4,25,2,8,0,0,0,0,0,0,1,3,14,10,0,15
